policy,seed,batch_label,driver_id,route_idx,successful_riders,attempted_riders,realized_revenue,actual_profit,selected_score,mean_wait_min,mean_walk_min,mean_observability,open_requests_before,attempted_rider_ids,successful_rider_ids,domain,scenario_name,time_slice,hour_start,hour_end,rider_density_pct,occlusion_lambda,meeting_k_ring,observability_profile,observability_ablation,use_urban_context,walk_penalty_per_min
feasible_count_baseline,43,2015-04-16T09:00:00,58,0,1,1,4.25,-7.065195670274772,1.0,2.5,4.203549744084225,0.5301772620903571,103,5797,5797,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-17T07:12:00,39,0,0,0,0.0,-9.407327227310576,0.0,0.0,0.0,0.0,74,,,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-17T07:44:00,57,0,2,2,13.25,7.760949208992505,11.0,0.47500000000000003,4.856970001030504,0.5632226435840866,113,34660;41205,34660;41205,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-17T08:01:00,13,0,1,1,11.25,-3.429725228975853,1.0,1.1333333333333333,5.597252052973827,0.6526256061381732,99,84612,84612,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-18T07:44:00,8,0,0,0,0.0,-12.926769358867611,0.0,0.0,0.0,0.0,38,,,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-18T09:06:00,38,1,1,2,3.25,-8.772023313905082,5.0,2.9,4.575283055721059,0.5781147117249308,77,88914;9779,9779,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-19T07:11:00,46,0,0,0,0.0,-10.766944213155705,0.0,0.0,0.0,0.0,27,,,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-20T08:49:00,21,0,2,2,20.5,9.12264779350541,3.0,3.3083333333333336,5.170874024708258,0.7261228657782168,107,47467;51301,47467;51301,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-21T07:15:00,28,1,3,3,15.0,8.660283097418816,5.0,2.0833333333333335,4.893266819312793,0.6710895259264014,86,22166;21271;61007,22166;21271;61007,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-21T07:31:00,44,0,1,3,2.5,-4.926644462947545,8.0,0.26666666666666666,3.189032579225934,0.5802222187975078,102,3244;3842;24223,24223,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-21T08:40:00,59,0,1,1,5.5,-6.232597835137387,2.0,0.08333333333333333,4.784530476800025,0.3523511485387686,125,36405,36405,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-22T07:23:00,22,0,0,1,0.0,-9.658368026644464,2.0,0.0,2.878517449033553,0.6045025485872871,77,9403,,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-22T08:25:00,56,0,0,0,0.0,-6.994587843463781,0.0,0.0,0.0,0.0,107,,,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-23T07:00:00,12,0,0,1,0.0,-8.122439633638635,2.0,0.0,3.695681671853073,0.6113139824875841,26,32468,,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-23T08:40:00,49,0,0,0,0.0,-11.784637801831808,0.0,0.0,0.0,0.0,121,,,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-24T07:57:00,5,1,3,3,13.75,5.23888426311407,7.0,2.022222222222222,4.7840025724604756,0.4462028300953813,116,39575;67176;79824,39575;67176;79824,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-24T08:22:00,15,0,0,0,0.0,-7.36969192339717,0.0,0.0,0.0,0.0,113,,,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
feasible_count_baseline,43,2015-04-24T09:05:00,48,0,2,3,32.0,20.417610324729388,14.0,3.25,4.424131294462353,0.36086748434410293,108,86877;4860;62433,86877;4860,yellow,sparse_high_occlusion,morning_peak,7,10,25,0.4,1,calibrated,full,True,0.5
